user_id;source;category
1840e0b9d4;other;category
4e4f90fcfb;context;category
afea8d72fc;other;category
2824221f38;email;category
373a6055fe;other;category
9b2ab046f3;other;category
9f39d307c3;context;category
44edeffc91;context;category
704474fa2d;other;category
1de31be403;other;category
5da0dedf13;context;category
b71f36a5e4;other;category
79843a685a;context;category
ff68cee0d6;context;category
e8447c40e2;email;category
b9ef8fdf47;other;category
98d290be27;other;category
3fff459bda;other;category
fa0079a5a8;other;category
fdd6b2fc76;context;category
54ecd881a2;other;category
22d2f03a17;context;category
c9fa1b54d5;other;category
3f8e1ccd3f;other;category
81a9988b83;context;category
65f44a2eb7;context;category
6df948569b;other;category
5f8fbb0149;other;category
3ecff691fd;context;category
dd0e912251;other;category
9250593d55;other;category
37c4e090e4;other;category
22fa3ea76f;other;category
73b876b237;context;category
ed6b87f95d;context;category
f983a69d67;other;category
4ea17212f8;other;category
c6de96a5e2;other;category
4175fd2e58;other;category
d8e3bcee53;context;category
680aa815f9;other;category
4a92a68cf9;other;category
905e60cb52;other;category
393bcfb298;other;category
06d450cc57;context;category
b60ce22f17;other;category
6f159c4c2e;other;category
564202f6bd;context;category
1908683775;other;category
8fd957a463;other;category
72e0a3f1d0;other;category
7f5f56e517;other;category
bc1a0a7e26;other;category
17639fe89d;other;category
74c9201f84;context;category
bc4ebda0df;other;category
fe4615dd15;other;category
d2c560746d;other;category
f0a93d52d2;other;category
fe52ded300;other;category
dbe70d84e4;context;category
f660dbcc3f;context;category
f93283c9ee;other;category
66bea9bf58;other;category
111c52d9bc;other;category
16dc76e94d;other;category
87f37b380c;other;category
365e3edd2e;other;category
830421d975;other;category
7d6c62f0a2;context;category
77465a0b61;other;category
ee9eb52181;email;category
871c1fa9ae;other;category
03b91dba06;other;category
6cb42b2632;email;category
c7f6fbe42f;other;category
9ab8f3bbb8;context;category
63df9ee9d3;context;category
2ffd6c724d;other;category
af24cffd03;context;category
421149bb9a;other;category
24300c6d1c;other;category
40fe35eb76;email;category
9ca11a651f;email;category
b7e640032f;other;category
3691ad282b;other;category
00ea2f7484;other;category
6f198ac1c9;other;category
0d479d4259;other;category
2c8067b7a3;other;category
b461051101;other;category
d39a1d56c3;context;category
316ab03143;None;category
78ed39a415;other;category
fd2c2b59b9;context;category
19d1e4e036;context;category
9e765c6822;other;category
ddd50eaa45;other;category
e07b13abd0;email;category
c21b82499e;context;category
da79d9ff30;other;category
eded5c6792;context;category
e3654c7f1a;other;category
d20bf10c78;other;category
12de58d8e6;other;category
ab8e0c1a01;context;category
ea10f78fec;other;category
de85ea0eb6;other;category
dfe6f4ebb4;other;category
9d25ac3886;context;category
ddf1af2d3f;other;category
d47dd8b814;other;category
c5e1bf636a;context;category
eb5654cf30;other;category
a86e69db63;other;category
d15327eae3;email;category
5278408c4c;other;category
91802f78b2;other;category
f46375940f;context;category
152ea9bb42;other;category
9f5bf9b73f;other;category
ec11793734;other;category
0cf6ee6c84;context;category
f9a3ef9ac2;context;category
716a1b4e10;context;category
42e3b7d1a1;other;category
426fa041ad;other;category
e63af2c8b8;other;category
c0cd6e93e6;other;category
85ff218333;other;category
f0dfb618b4;other;category
f537f6c8ea;other;category
733b99b95b;other;category
749e8694c5;context;category
116f29a8af;email;category
29586e4061;other;category
e9eaffa80a;context;category
da237781d5;context;category
b7195283e1;other;category
62f37b821c;context;category
69ae0afab1;other;category
7fa3bf64b4;other;category
4e603d8878;other;category
f1b744e6ef;other;category
6812661e1c;other;category
fea946e2a6;other;category
6aff7a1677;context;category
e43ad75353;email;category
88afad2ad9;other;category
0fa7c5b19c;other;category
bed9ab14bd;other;category
b30f6a38da;other;category
74b06f9902;email;category
397005e41e;other;category
80023b95ac;other;category
9fb91262f8;other;category
f34a165ad2;other;category
5b7c1e9769;email;category
5655da0e0b;other;category
ef33021c36;context;category
b15321ea7c;other;category
0d4f4664e0;context;category
90ecb23d7c;other;category
a2468d6c33;context;category
a8660dcfae;context;category
8abc724d78;other;category
a7bfa5d0cc;context;category
6e6293a54b;context;category
2bfb139a80;other;category
48b9ea8b65;other;category
fb9acee964;None;category
69775511be;context;category
95bf67fda9;other;category
ca899d23dd;other;category
2de051e056;context;category
0da9ca70fe;context;category
fcc5bebc42;context;category
51f6ce88cc;other;category
74a55eee1d;other;category
69475b45df;context;category
816800e62f;context;category
28ce699720;other;category
f0d57ef042;other;category
39325a5a80;other;category
c577b4b31e;other;category
4038202869;other;category
1405e18ffb;context;category
c0cc01a6a4;other;category
4cd8bde9ac;context;category
f924cacd6d;other;category
8c5eeb346a;context;category
853f7ea287;other;category
3b1fb2ad3f;other;category
8c45fdbf5a;other;category
614aaf466d;other;category
a6a4ff39f8;other;category
55effa36e0;other;category
51d4f4b9d5;other;category
694fdf8197;context;category
33a4dbd193;other;category
bc2b6ade51;other;category
e371c40a07;context;category
74d3a4830b;context;category
be78adf037;other;category
fceaddb1f5;other;category
63f9ec63df;None;category
627fb82e41;other;category
a7091d1405;other;category
c74d0b4602;context;category
a8c4da0681;other;category
47ec449fbe;context;category
ee19ad0e7b;other;category
9b63ed579f;context;category
508e26d325;other;category
9cdc26ff6c;other;category
be8c8f1a63;context;category
